"","fnlwgt","capital.gain"
"8702",64520,0
"8703",134886,0
"8704",305379,0
"8705",202284,0
"8706",99185,0
"8707",159662,0
"8708",197865,0
"8709",175149,0
"8710",349633,0
"8711",242893,0
"8712",218667,0
"8713",144811,0
"8714",206861,0
"8715",226215,0
"8716",114447,0
"8717",124187,0
"8718",156501,0
"8719",161279,0
"8720",225707,0
"8721",115603,0
"8722",506329,0
"8723",172637,0
"8724",56483,0
"8725",144778,0
"8726",33213,0
"8727",137042,0
"8728",33308,0
"8729",158420,0
"8730",41763,0
"8731",220640,0
"8732",149734,0
"8733",349691,0
"8734",185385,0
"8735",174463,0
"8736",236068,0
"8737",445168,0
"8738",91334,0
"8739",33895,0
"8740",214816,0
"8741",229773,0
"8742",166386,0
"8743",266135,0
"8744",300379,0
"8745",392502,0
"8746",73809,0
"8747",193720,0
"8748",316183,0
"8749",162944,0
"8750",186888,0
"8751",330132,0
"8752",192017,0
"8753",161978,0
"8754",202930,0
"8755",323309,0
"8756",197332,0
"8757",204033,0
"8758",271274,0
"8759",174242,0
"8760",209483,0
"8761",102346,0
"8762",181666,0
"8763",207367,0
"8764",82622,0
"8765",202296,0
"8766",142182,0
"8767",94342,0
"8768",41493,0
"8769",181712,0
"8770",164607,0
"8771",41496,0
"8772",196529,0
"8773",157332,0
"8774",154935,0
"8775",223231,0
"8776",253860,0
"8777",362589,0
"8778",94880,0
"8779",309580,0
"8780",130389,0
"8781",349365,0
"8782",376936,0
"8783",179557,0
"8784",105577,0
"8785",224207,0
"8786",47907,0
"8787",191283,0
"8788",186569,0
"8789",43221,0
"8790",161141,0
"8791",203003,0
"8792",141758,0
"8793",113322,0
"8794",343847,0
"8795",214068,0
"8796",116632,0
"8797",240160,0
"8798",516337,0
"8799",284651,0
"8800",141420,0
"8801",42750,0
"8802",165278,0
"8803",167265,0
"8804",139907,0
"8805",236415,0
"8806",312966,0
"8807",118941,0
"8808",198068,0
"8809",373952,0
"8810",236111,0
"8811",157778,0
"8812",143604,0
"8813",319831,0
"8814",132728,0
"8815",61343,0
"8816",268234,0
"8817",34973,0
"8818",323790,0
"8819",319733,0
"8820",180339,0
"8821",125591,0
"8822",60772,0
"8823",141185,0
"8824",204668,0
"8825",273792,0
"8826",343068,0
"8827",177907,0
"8828",144063,0
"8829",257574,0
"8830",67065,0
"8831",183356,0
"8832",152940,0
"8833",227128,0
"8834",45607,0
"8835",155489,0
"8836",230704,0
"8837",267955,0
"8838",165115,0
"8839",49923,0
"8840",272240,0
"8841",255476,0
"8842",194290,0
"8843",145548,0
"8844",175262,0
"8845",37306,0
"8846",137547,0
"8847",276515,0
"8848",174626,0
"8849",215310,0
"8850",332355,0
"8851",204057,0
"8852",391591,0
"8853",169092,0
"8854",230743,0
"8855",190963,0
"8856",204840,0
"8857",169853,0
"8858",202822,0
"8859",226989,0
"8860",140011,0
"8861",432376,0
"8862",90273,0
"8863",224424,0
"8864",168943,0
"8865",571853,0
"8866",156464,0
"8867",108542,0
"8868",194325,0
"8869",114797,0
"8870",204756,0
"8871",228190,0
"8872",163392,0
"8873",138845,0
"8874",169853,0
"8875",206359,0
"8876",224097,0
"8877",160786,0
"8878",190044,0
"8879",145290,0
"8880",120268,0
"8881",327434,0
"8882",218302,0
"8883",1184622,0
"8884",206343,0
"8885",36851,0
"8886",148550,0
"8887",157079,0
"8888",142470,0
"8889",86750,0
"8890",361631,0
"8891",163229,0
"8892",179594,0
"8893",254773,0
"8894",58065,0
"8895",205428,0
"8896",41183,0
"8897",308064,0
"8898",173924,0
"8899",142547,0
"8900",119704,0
"8901",207392,0
"8902",147215,0
"8903",101562,0
"8904",216413,0
"8905",52849,0
"8906",304710,0
"8907",265657,0
"8908",360814,0
"8909",53260,0
"8910",233777,0
"8911",197530,0
"8912",340940,0
"8913",88432,0
"8914",183810,0
"8915",51744,0
"8916",175614,0
"8917",235237,0
"8918",227266,0
"8919",337064,0
"8920",141003,0
"8921",117791,0
"8922",172846,0
"8923",73514,0
"8924",211075,0
"8925",43221,0
"8926",26781,0
"8927",271550,0
"8928",250157,0
"8929",913447,0
"8930",153078,0
"8931",231491,0
"8932",95423,0
"8933",234663,0
"8934",328669,0
"8935",143741,0
"8936",81954,0
"8937",261375,0
"8938",310045,0
"8939",316211,0
"8940",61299,0
"8941",113364,0
"8942",476573,0
"8943",267107,0
"8944",48123,0
"8945",214635,0
"8946",115585,0
"8947",194141,0
"8948",23233,0
"8949",89991,0
"8950",101709,0
"8951",237455,0
"8952",206492,0
"8953",28729,0
"8954",153475,0
"8955",275517,0
"8956",128002,0
"8957",175485,0
"8958",189664,0
"8959",209808,0
"8960",176992,0
"8961",154669,0
"8962",191271,0
"8963",375482,0
"8964",169182,0
"8965",30751,0
"8966",145477,0
"8967",91964,0
"8968",49249,0
"8969",218956,0
"8970",241306,0
"8971",251572,0
"8972",319842,0
"8973",182388,0
"8974",205939,0
"8975",203914,0
"8976",156294,0
"8977",254211,0
"8978",30800,0
"8979",131230,0
"8980",61850,0
"8981",227800,0
"8982",133454,0
"8983",104094,0
"8984",105422,0
"8985",142182,0
"8986",336643,0
"8987",200577,0
"8988",208703,0
"8989",193895,0
"8990",288592,0
"8991",266439,0
"8992",276868,0
"8993",131435,0
"8994",175127,0
"8995",277444,0
"8996",63296,0
"8997",96337,0
"8998",221955,0
"8999",632593,0
"9000",205970,0
"9001",139730,0
"9002",201901,0
"9003",230224,0
"9004",113464,0
"9005",94461,0
"9006",271379,0
"9007",231738,0
"9008",198183,0
"9009",140764,0
"9010",183479,0
"9011",165767,0
"9012",139364,0
"9013",227491,0
"9014",222254,0
"9015",193494,0
"9016",29261,0
"9017",174368,0
"9018",108196,0
"9019",110622,0
"9020",201680,0
"9021",130277,0
"9022",98130,0
"9023",235521,0
"9024",595000,0
"9025",349148,0
"9026",164583,0
"9027",340091,0
"9028",49092,0
"9029",186884,0
"9030",167265,0
"9031",265116,0
"9032",128378,0
"9033",158416,0
"9034",169878,0
"9035",296728,0
"9036",342458,0
"9037",38771,0
"9038",269300,0
"9039",199114,0
"9040",33863,0
"9041",132874,0
"9042",277024,0
"9043",112160,0
"9044",703067,0
"9045",127264,0
"9046",257200,0
"9047",57206,0
"9048",201319,0
"9049",114079,0
"9050",230979,0
"9051",292472,0
"9052",286732,0
"9053",134444,0
"9054",172403,0
"9055",191357,0
"9056",279288,0
"9057",389254,0
"9058",303867,0
"9059",111499,0
"9060",61580,0
"9061",231348,0
"9062",164748,0
"9063",205337,0
"9064",54566,0
"9065",34419,0
"9066",116442,0
"9067",290740,0
"9068",255582,0
"9069",112517,0
"9070",169397,0
"9071",172664,0
"9072",329005,0
"9073",123253,0
"9074",81865,0
"9075",173314,0
"9076",34572,0
"9077",149184,0
"9078",363134,0
"9079",308709,0
"9080",168479,0
"9081",142501,0
"9082",338345,0
"9083",177675,0
"9084",200997,0
"9085",176683,0
"9086",376072,0
"9087",177675,0
"9088",320451,0
"9089",38151,0
"9090",123382,0
"9091",151029,0
"9092",484475,0
"9093",329792,0
"9094",148903,0
"9095",301614,0
"9096",176319,0
"9097",53197,0
"9098",291407,0
"9099",204527,0
"9100",476391,0
"9101",224964,0
"9102",306225,0
"9103",292023,0
"9104",94041,0
"9105",187563,0
"9106",749105,0
"9107",230020,0
"9108",216070,0
"9109",105010,0
"9110",198203,0
"9111",215419,0
"9112",120460,0
"9113",199316,0
"9114",146919,0
"9115",174744,0
"9116",189564,0
"9117",249957,0
"9118",146574,0
"9119",156417,0
"9120",236110,0
"9121",63363,0
"9122",190107,0
"9123",126569,0
"9124",176756,0
"9125",115161,0
"9126",138892,0
"9127",256864,0
"9128",265083,0
"9129",249948,0
"9130",31141,0
"9131",164190,0
"9132",67544,0
"9133",174789,0
"9134",199753,0
"9135",188166,0
"9136",96586,0
"9137",189590,0
"9138",140590,0
"9139",255702,0
"9140",260782,0
"9141",151322,0
"9142",192869,0
"9143",86958,0
"9144",228723,0
"9145",192644,0
"9146",284080,0
"9147",43269,0
"9148",190040,0
"9149",306108,0
"9150",381645,0
"9151",216361,0
"9152",213722,0
"9153",112271,0
"9154",208277,0
"9155",352628,0
"9156",129620,0
"9157",249550,0
"9158",178749,0
"9159",173542,0
"9160",167670,0
"9161",81578,0
"9162",160662,0
"9163",163322,0
"9164",152189,0
"9165",78410,0
"9166",131379,0
"9167",166929,0
"9168",380357,0
"9169",79190,0
"9170",342164,0
"9171",182616,0
"9172",339473,0
"9173",300816,0
"9174",240988,0
"9175",149224,0
"9176",168216,0
"9177",305597,0
"9178",188798,0
"9179",240170,0
"9180",459465,0
"9181",162506,0
"9182",145441,0
"9183",129573,0
"9184",27444,0
"9185",195258,0
"9186",55272,0
"9187",27802,0
"9188",165289,0
"9189",274657,0
"9190",317175,0
"9191",163237,0
"9192",170408,0
"9193",55950,0
"9194",76625,0
"9195",366066,0
"9196",349368,0
"9197",286824,0
"9198",373263,0
"9199",161978,0
"9200",109089,0
"9201",110151,0
"9202",34110,0
"9203",118506,0
"9204",117789,0
"9205",353881,0
"9206",200471,0
"9207",258517,0
"9208",190367,0
"9209",174704,0
"9210",179413,0
"9211",329530,0
"9212",273818,0
"9213",256522,0
"9214",196001,0
"9215",282660,0
"9216",72630,0
"9217",50295,0
"9218",203240,0
"9219",202168,0
"9220",176839,0
"9221",176140,0
"9222",292465,0
"9223",161285,0
"9224",355320,0
"9225",182460,0
"9226",102058,0
"9227",165804,0
"9228",318259,0
"9229",117606,0
"9230",170718,0
"9231",413297,0
"9232",190457,0
"9233",97231,0
"9234",123429,0
"9235",420282,0
"9236",498325,0
"9237",248533,0
"9238",137354,0
"9239",272910,0
"9240",206054,0
"9241",92141,0
"9242",163199,0
"9243",195860,0
"9244",120029,0
"9245",221762,0
"9246",342164,0
"9247",176356,0
"9248",133239,0
"9249",169101,0
"9250",159442,0
"9251",174461,0
"9252",361280,0
"9253",447579,0
"9254",308995,0
"9255",248448,0
"9256",161141,0
"9257",212465,0
"9258",233865,0
"9259",163052,0
"9260",348690,0
"9261",34845,0
"9262",206861,0
"9263",349230,0
"9264",130840,0
"9265",415354,0
"9266",132191,0
"9267",202466,0
"9268",224421,0
"9269",236804,0
"9270",107658,0
"9271",102771,0
"9272",221403,0
"9273",211574,0
"9274",52645,0
"9275",276310,0
"9276",134613,0
"9277",215479,0
"9278",266529,0
"9279",265807,0
"9280",67716,0
"9281",178951,0
"9282",241126,0
"9283",176544,0
"9284",169180,0
"9285",282461,0
"9286",157069,0
"9287",414991,0
"9288",338316,0
"9289",59612,0
"9290",220426,0
"9291",115912,0
"9292",27032,0
"9293",170720,0
"9294",183162,0
"9295",192360,0
"9296",165694,0
"9297",128553,0
"9298",209423,0
"9299",121510,0
"9300",93793,0
"9301",133602,0
"9302",391329,0
"9303",96359,0
"9304",203894,0
"9305",196193,0
"9306",195994,0
"9307",50879,0
"9308",186849,0
"9309",201127,0
"9310",110998,0
"9311",173935,0
"9312",110230,0
"9313",287658,0
"9314",224954,0
"9315",394820,0
"9316",37618,0
"9317",29306,0
"9318",420749,0
"9319",482732,0
"9320",206215,0
"9321",101364,0
"9322",185369,0
"9323",216856,0
"9324",256019,0
"9325",190293,0
"9326",25932,0
"9327",176729,0
"9328",166961,0
"9329",86373,0
"9330",320513,0
"9331",190290,0
"9332",111891,0
"9333",45796,0
"9334",323155,0
"9335",65389,0
"9336",414871,0
"9337",161607,0
"9338",224953,0
"9339",231818,0
"9340",133060,0
"9341",35032,0
"9342",304212,0
"9343",50442,0
"9344",146091,0
"9345",267431,0
"9346",121240,0
"9347",192572,0
"9348",211028,0
"9349",202203,0
"9350",159297,0
"9351",310158,0
"9352",193246,0
"9353",200089,0
"9354",38353,0
"9355",76280,0
"9356",243665,0
"9357",68872,0
"9358",103596,0
"9359",88055,0
"9360",186203,0
"9361",257910,0
"9362",200227,0
"9363",227669,0
"9364",117210,0
"9365",76144,0
"9366",98667,0
"9367",155818,0
"9368",283760,0
"9369",281907,0
"9370",186183,0
"9371",202153,0
"9372",365683,0
"9373",187538,0
"9374",209432,0
"9375",126950,0
"9376",110028,0
"9377",104660,0
"9378",437281,0
"9379",134746,0
"9380",120539,0
"9381",25803,0
"9382",63596,0
"9383",325493,0
"9384",211239,0
"9385",206686,0
"9386",427965,0
"9387",163385,0
"9388",124993,0
"9389",107410,0
"9390",152373,0
"9391",161226,0
"9392",213799,0
"9393",204461,0
"9394",377798,0
"9395",116375,0
"9396",258752,0
"9397",327435,0
"9398",301199,0
"9399",186221,0
"9400",203924,0
"9401",192236,0
"9402",152035,0
"9403",201454,0
"9404",156580,0
"9405",115851,0
"9406",359292,0
"9407",83003,0
"9408",78817,0
"9409",200967,0
"9410",107164,0
"9411",189674,0
"9412",90614,0
"9413",242552,0
"9414",90935,0
"9415",162604,0
"9416",205424,0
"9417",97411,0
"9418",184857,0
"9419",165226,0
"9420",115784,0
"9421",368476,0
"9422",53063,0
"9423",134566,0
"9424",153471,0
"9425",180303,0
"9426",236321,0
"9427",141868,0
"9428",367655,0
"9429",203518,0
"9430",119558,0
"9431",108276,0
"9432",385452,0
"9433",162003,0
"9434",349028,0
"9435",45114,0
"9436",112797,0
"9437",183639,0
"9438",177121,0
"9439",239755,0
"9440",150361,0
"9441",293091,0
"9442",200089,0
"9443",91836,0
"9444",324960,0
"9445",84616,0
"9446",252930,0
"9447",154843,0
"9448",182567,0
"9449",93206,0
"9450",100109,0
"9451",121287,0
"9452",189916,0
"9453",39232,0
"9454",133861,0
"9455",505980,0
"9456",140752,0
"9457",549349,0
"9458",179008,0
"9459",190554,0
"9460",80924,0
"9461",319054,0
"9462",297094,0
"9463",170562,0
"9464",240738,0
"9465",297544,0
"9466",169905,0
"9467",149637,0
"9468",182526,0
"9469",158315,0
"9470",227232,0
"9471",286970,0
"9472",223529,0
"9473",170214,0
"9474",224361,0
"9475",124919,0
"9476",103654,0
"9477",306352,0
"9478",227858,0
"9479",150533,0
"9480",144478,0
"9481",254547,0
"9482",313243,0
"9483",125461,0
"9484",306967,0
"9485",192976,0
"9486",131608,0
"9487",339388,0
"9488",203240,0
"9489",83827,0
"9490",160440,0
"9491",108502,0
"9492",410913,0
"9493",193818,0
"9494",163582,0
"9495",103789,0
"9496",34572,0
"9497",43408,0
"9498",105787,0
"9499",90693,0
"9500",285575,0
"9501",496025,0
"9502",382764,0
"9503",259284,0
"9504",185385,0
"9505",286836,0
"9506",139145,0
"9507",44246,0
"9508",169611,0
"9509",133403,0
"9510",187327,0
"9511",180032,0
"9512",46561,0
"9513",86065,0
"9514",256014,0
"9515",188403,0
"9516",60485,0
"9517",271276,0
"9518",229525,0
"9519",34574,0
"9520",112432,0
"9521",105312,0
"9522",221396,0
"9523",304872,0
"9524",319733,0
"9525",176012,0
"9526",213750,0
"9527",248384,0
"9528",351187,0
"9529",50223,0
"9530",117477,0
"9531",194360,0
"9532",118108,0
"9533",38307,0
"9534",116391,0
"9535",210496,0
"9536",168475,0
"9537",174386,0
"9538",166744,0
"9539",375114,0
"9540",373469,0
"9541",339667,0
"9542",91711,0
"9543",82049,0
"9544",236242,0
"9545",140319,0
"9546",34080,0
"9547",204816,0
"9548",187124,0
"9549",72310,0
"9550",175127,0
"9551",71792,0
"9552",87584,0
"9553",136878,0
"9554",110607,0
"9555",109015,0
"9556",235071,0
"9557",88653,0
"9558",332243,0
"9559",291547,0
"9560",45093,0
"9561",161337,0
"9562",211222,0
"9563",295117,0
"9564",206541,0
"9565",238415,0
"9566",29810,0
"9567",108023,0
"9568",114324,0
"9569",197290,0
"9570",191177,0
"9571",562558,0
"9572",79531,0
"9573",157881,0
"9574",204816,0
"9575",185695,0
"9576",167482,0
"9577",83748,0
"9578",39232,0
"9579",236827,0
"9580",154410,0
"9581",135308,0
"9582",204042,0
"9583",308239,0
"9584",183884,0
"9585",98948,0
"9586",141642,0
"9587",162623,0
"9588",186934,0
"9589",179512,0
"9590",391192,0
"9591",87054,0
"9592",30008,0
"9593",113466,0
"9594",642830,0
"9595",182117,0
"9596",162432,0
"9597",242184,0
"9598",435022,0
"9599",170800,0
"9600",268575,0
"9601",269354,0
"9602",224232,0
"9603",153072,0
"9604",177368,0
"9605",163293,0
"9606",178530,0
"9607",183523,0
"9608",27037,0
"9609",176711,0
"9610",163215,0
"9611",394727,0
"9612",195488,0
"9613",443546,0
"9614",121023,0
"9615",51838,0
"9616",258888,0
"9617",189385,0
"9618",198146,0
"9619",337766,0
"9620",210525,0
"9621",185602,0
"9622",173804,0
"9623",251243,0
"9624",415847,0
"9625",119793,0
"9626",181705,0
"9627",182360,0
"9628",61885,0
"9629",146520,0
"9630",323790,0
"9631",146268,0
"9632",292217,0
"9633",88126,0
"9634",143046,0
"9635",401623,0
"9636",155057,0
"9637",260254,0
"9638",152292,0
"9639",523095,0
"9640",175262,0
"9641",316470,0
"9642",163815,0
"9643",72208,0
"9644",74784,0
"9645",266668,0
"9646",347519,0
"9647",336088,0
"9648",190350,0
"9649",204052,0
"9650",31362,0
"9651",26994,0
"9652",189933,0
"9653",101283,0
"9654",113598,0
"9655",188793,0
"9656",109996,0
"9657",195681,0
"9658",436770,0
"9659",84253,0
"9660",383493,0
"9661",216867,0
"9662",401051,0
"9663",83196,0
"9664",325596,0
"9665",187322,0
"9666",193949,0
"9667",133373,0
"9668",113324,0
"9669",178818,0
"9670",152810,0
"9671",436493,0
"9672",704108,0
"9673",150084,0
"9674",341204,0
"9675",187336,0
"9676",204209,0
"9677",206066,0
"9678",63509,0
"9679",391121,0
"9680",56026,0
"9681",60981,0
"9682",228255,0
"9683",86745,0
"9684",234327,0
"9685",137814,0
"9686",167692,0
"9687",245090,0
"9688",256963,0
"9689",160033,0
"9690",289430,0
"9691",172370,0
"9692",320510,0
"9693",171355,0
"9694",65027,0
"9695",215190,0
"9696",149385,0
"9697",169324,0
"9698",138938,0
"9699",557082,0
"9700",273287,0
"9701",317153,0
"9702",302859,0
"9703",333651,0
"9704",177596,0
"9705",184779,0
"9706",138358,0
"9707",176285,0
"9708",102180,0
"9709",209507,0
"9710",229741,0
"9711",324546,0
"9712",250647,0
"9713",477106,0
"9714",104329,0
"9715",224566,0
"9716",169841,0
"9717",42563,0
"9718",31368,0
"9719",132755,0
"9720",279129,0
"9721",86143,0
"9722",44172,0
"9723",93076,0
"9724",146653,0
"9725",189404,0
"9726",172304,0
"9727",116666,0
"9728",64112,0
"9729",55718,0
"9730",126675,0
"9731",102112,0
"9732",226505,0
"9733",211527,0
"9734",175069,0
"9735",25249,0
"9736",73411,0
"9737",207185,0
"9738",127139,0
"9739",41809,0
"9740",141483,0
"9741",117227,0
"9742",167063,0
"9743",253759,0
"9744",183096,0
"9745",269654,0
"9746",293076,0
"9747",34104,0
"9748",80057,0
"9749",369781,0
"9750",223811,0
"9751",163053,0
"9752",189461,0
"9753",86310,0
"9754",263224,0
"9755",280362,0
"9756",301031,0
"9757",74966,0
"9758",254493,0
"9759",204241,0
"9760",225024,0
"9761",148222,0
"9762",113868,0
"9763",132633,0
"9764",44780,0
"9765",86373,0
"9766",176753,0
"9767",370733,0
"9768",216851,0
"9769",137951,0
"9770",185279,0
"9771",159724,0
"9772",103233,0
"9773",63509,0
"9774",174353,0
"9775",159724,0
"9776",179112,0
"9777",364913,0
"9778",155664,0
"9779",230568,0
"9780",86492,0
"9781",71305,0
"9782",189933,0
"9783",38948,0
"9784",139127,0
"9785",301568,0
"9786",197344,0
"9787",315406,0
"9788",47170,0
"9789",196338,0
"9790",269243,0
"9791",215115,0
"9792",117767,0
"9793",176101,0
"9794",138283,0
"9795",132320,0
"9796",471452,0
"9797",147653,0
"9798",49179,0
"9799",174921,0
"9800",95997,0
"9801",247245,0
"9802",67072,0
"9803",95329,0
"9804",107882,0
"9805",241825,0
"9806",79443,0
"9807",233059,0
"9808",226980,0
"9809",181087,0
"9810",305597,0
"9811",311671,0
"9812",83375,0
"9813",141657,0
"9814",228057,0
"9815",222848,0
"9816",121111,0
"9817",298885,0
"9818",149909,0
"9819",387430,0
"9820",121972,0
"9821",191355,0
"9822",112115,0
"9823",104094,0
"9824",199307,0
"9825",205175,0
"9826",257750,0
"9827",342730,0
"9828",249983,0
"9829",161508,0
"9830",338376,0
"9831",334308,0
"9832",133471,0
"9833",129177,0
"9834",178811,0
"9835",178537,0
"9836",235535,0
"9837",298155,0
"9838",145114,0
"9839",194096,0
"9840",191779,0
"9841",159732,0
"9842",104719,0
"9843",163083,0
"9844",403552,0
"9845",179313,0
"9846",51961,0
"9847",426001,0
"9848",176493,0
"9849",124068,0
"9850",108510,0
"9851",181528,0
"9852",169699,0
"9853",126849,0
"9854",204470,0
"9855",117363,0
"9856",106297,0
"9857",108933,0
"9858",190143,0
"9859",246677,0
"9860",210259,0
"9861",166304,0
"9862",49308,0
"9863",192262,0
"9864",48063,0
"9865",170214,0
"9866",51048,0
"9867",246562,0
"9868",215175,0
"9869",114967,0
"9870",464536,0
"9871",451996,0
"9872",138852,0
"9873",353012,0
"9874",321822,0
"9875",324506,0
"9876",162256,0
"9877",356689,0
"9878",260199,0
"9879",103605,0
"9880",316211,0
"9881",308691,0
"9882",334427,0
"9883",213226,0
"9884",33105,0
"9885",147638,0
"9886",315643,0
"9887",106257,0
"9888",342768,0
"9889",108960,0
"9890",168071,0
"9891",136935,0
"9892",188774,0
"9893",280344,0
"9894",202496,0
"9895",134768,0
"9896",175686,0
"9897",194748,0
"9898",61307,0
"9899",325658,0
"9900",201844,0
"9901",505980,0
"9902",185336,0
"9903",126829,0
"9904",264600,0
"9905",82743,0
"9906",125178,0
"9907",128487,0
"9908",321758,0
"9909",128220,0
"9910",176814,0
"9911",156423,0
"9912",157289,0
"9913",176972,0
"9914",91811,0
"9915",454614,0
"9916",132972,0
"9917",157947,0
"9918",177482,0
"9919",246891,0
"9920",158834,0
"9921",203834,0
"9922",110442,0
"9923",240676,0
"9924",192939,0
"9925",260696,0
"9926",55363,0
"9927",144949,0
"9928",357954,0
"9929",170038,0
"9930",190290,0
"9931",167761,0
"9932",138845,0
"9933",144844,0
"9934",55743,0
"9935",117721,0
"9936",116385,0
"9937",301867,0
"9938",238913,0
"9939",123983,0
"9940",165510,0
"9941",183513,0
"9942",119281,0
"9943",152629,0
"9944",110171,0
"9945",211440,0
"9946",359259,0
"9947",125796,0
"9948",39609,0
"9949",120066,0
"9950",132633,0
"9951",192702,0
"9952",166813,0
"9953",40444,0
"9954",290504,0
"9955",175370,0
"9956",72931,0
"9957",234542,0
"9958",284021,0
"9959",277974,0
"9960",111275,0
"9961",125527,0
"9962",198660,0
"9963",216116,0
"9964",200922,0
"9965",153372,0
"9966",406603,0
"9967",248344,0
"9968",240629,0
"9969",314310,0
"9970",259785,0
"9971",127111,0
"9972",178272,0
"9973",75134,0
"9974",195985,0
"9975",221955,0
"9976",177675,0
"9977",182828,0
"9978",270889,0
"9979",183096,0
"9980",336951,0
"9981",295589,0
"9982",289980,0
"9983",163352,0
"9984",190776,0
"9985",313986,0
"9986",473748,0
"9987",163003,0
"9988",183061,0
"9989",123584,0
"9990",120910,0
"9991",227554,0
"9992",214955,0
"9993",209768,0
"9994",258120,0
"9995",110015,0
"9996",152652,0
"9997",114639,0
"9998",128538,0
"9999",131615,0
"10000",353824,0
"10001",178417,0
"10002",178644,0
"10003",271665,0
"10004",223732,0
"10005",169003,0
"10006",338816,0
"10007",506858,0
"10008",265628,0
"10009",173495,0
"10010",177413,0
"10011",31670,0
"10012",154451,0
"10013",265535,0
"10014",118941,0
"10015",214617,0
"10016",124692,0
"10017",434102,0
"10018",387641,0
"10019",87329,0
"10020",263130,0
"10021",262882,0
"10022",27433,0
"10023",393945,0
"10024",173927,0
"10025",343403,0
"10026",111128,0
"10027",193882,0
"10028",310864,0
"10029",128354,0
"10030",113364,0
"10031",198559,0
"10032",136913,0
"10033",115488,0
"10034",154227,0
"10035",279667,0
"10036",281030,0
"10037",283945,0
"10038",454989,0
"10039",391349,0
"10040",166704,0
"10041",151835,0
"10042",199085,0
"10043",61487,0
"10044",120251,0
"10045",273230,0
"10046",358373,0
"10047",267891,0
"10048",234880,0
"10049",48358,0
"10050",96452,0
"10051",204751,0
"10052",375868,0
"10053",413373,0
"10054",537222,0
"10055",33975,0
"10056",162327,0
"10057",182691,0
"10058",300829,0
"10059",114508,0
"10060",214627,0
"10061",120041,0
"10062",361138,0
"10063",76893,0
"10064",205424,0
"10065",229148,0
"10066",154537,0
"10067",181901,0
"10068",152004,0
"10069",205188,0
"10070",66634,0
"10071",180220,0
"10072",99651,0
"10073",327723,0
"10074",127384,0
"10075",363296,0
"10076",30070,0
"10077",595000,0
"10078",152328,0
"10079",177824,0
"10080",111483,0
"10081",199555,0
"10082",50018,0
"10083",218490,0
"10084",159187,0
"10085",83033,0
"10086",24961,0
"10087",182117,0
"10088",146576,0
"10089",176690,0
"10090",122651,0
"10091",149650,0
"10092",454508,0
"10093",266530,0
"10094",198542,0
"10095",217961,0
"10096",221661,0
"10097",60735,0
"10098",121124,0
"10099",48588,0
"10100",240138,0
"10101",104196,0
"10102",230035,0
"10103",38918,0
"10104",205011,0
"10105",176079,0
"10106",180052,0
"10107",378723,0
"10108",233624,0
"10109",192591,0
"10110",249860,0
"10111",247564,0
"10112",238912,0
"10113",190227,0
"10114",293287,0
"10115",180807,0
"10116",250217,0
"10117",217418,0
"10118",137510,0
"10119",163047,0
"10120",577521,0
"10121",221533,0
"10122",255675,0
"10123",114079,0
"10124",155781,0
"10125",243762,0
"10126",113062,0
"10127",217028,0
"10128",110723,0
"10129",191858,0
"10130",179423,0
"10131",339588,0
"10132",206815,0
"10133",103743,0
"10134",235683,0
"10135",207321,0
"10136",197495,0
"10137",424012,0
"10138",178469,0
"10139",92886,0
"10140",214008,0
"10141",118376,0
"10142",51799,0
"10143",115488,0
"10144",190621,0
"10145",193568,0
"10146",192878,0
"10147",264663,0
"10148",234731,0
"10149",308373,0
"10150",205644,0
"10151",321851,0
"10152",206399,0
"10153",124563,0
"10154",198211,0
"10155",130795,0
"10156",71269,0
"10157",319280,0
"10158",125933,0
"10159",107236,0
"10160",32732,0
"10161",284763,0
"10162",112668,0
"10163",376483,0
"10164",402778,0
"10165",36177,0
"10166",125489,0
"10167",304791,0
"10168",209205,0
"10169",112821,0
"10170",178100,0
"10171",70261,0
"10172",186634,0
"10173",32958,0
"10174",254746,0
"10175",158746,0
"10176",140854,0
"10177",51506,0
"10178",189564,0
"10179",325538,0
"10180",213975,0
"10181",431426,0
"10182",199763,0
"10183",161563,0
"10184",252024,0
"10185",43945,0
"10186",178487,0
"10187",604506,0
"10188",228157,0
"10189",199191,0
"10190",189775,0
"10191",171080,0
"10192",117310,0
"10193",82049,0
"10194",126094,0
"10195",202516,0
"10196",246392,0
"10197",69328,0
"10198",292803,0
"10199",286989,0
"10200",190483,0
"10201",235849,0
"10202",359766,0
"10203",128016,0
"10204",170154,0
"10205",337286,0
"10206",143833,0
"10207",365613,0
"10208",100135,0
"10209",180096,0
"10210",371827,0
"10211",61270,0
"10212",564135,0
"10213",303462,0
"10214",193106,0
"10215",250201,0
"10216",200426,0
"10217",222654,0
"10218",53366,0
"10219",132222,0
"10220",100828,0
"10221",31264,0
"10222",202027,0
"10223",168906,0
"10224",255454,0
"10225",245524,0
"10226",386040,0
"10227",35424,0
"10228",93655,0
"10229",151159,0
"10230",410240,0
"10231",138970,0
"10232",269722,0
"10233",223678,0
"10234",197184,0
"10235",140516,0
"10236",85341,0
"10237",192507,0
"10238",186932,0
"10239",236861,0
"10240",327886,0
"10241",197060,0
"10242",229180,0
"10243",284317,0
"10244",73514,0
"10245",47907,0
"10246",134782,0
"10247",118831,0
"10248",299505,0
"10249",267161,0
"10250",119177,0
"10251",327886,0
"10252",187730,0
"10253",109015,0
"10254",110015,0
